Gene_Numeration,RHC3579__Epithelial___2749FE,RHC3591__Epithelial___2749FE,RHC3597__Epithelial___2749FE,RHC3599__Epithelial___2749FE,RHC3621__Epithelial___2749FE,RHC3629__Epithelial___2749FE,RHC3641__Epithelial___2749FE,RHC3836__Epithelial___2749FE,RHC3839__Epithelial___2749FE,RHC3840__Epithelial___2749FE,RHC3848__Epithelial___2749FE,RHC3849__Epithelial___2749FE,RHC3855__Epithelial___2749FE,RHC3863__Epithelial___2749FE,RHC3868__Epithelial___2749FE,RHC3870__Epithelial___2749FE,RHC3871__Epithelial___2749FE,RHC3874__Epithelial___2749FE,RHC3879__Epithelial___2749FE,RHC3881__Epithelial___2749FE,RHC3884__Epithelial___2749FE,RHC3897__Epithelial___2749FE,RHC3898__Epithelial___2749FE,RHC3902__Epithelial___2749FE,RHC3915__Epithelial___2749FE,RHC3922__Epithelial___2749FE,RHC3923__Epithelial___2749FE,RHC3901__Epithelial___2749FE,RHC3903__Epithelial___2749FE,RHC3905__Epithelial___2749FE,RHC3914__Epithelial___2749FE,RHC3947__Epithelial___2749FE,RHC4021__Epithelial___2749FE,RHC4123__Epithelial___2749FE,RHC4124__Epithelial___2749FE,RHC4131__Epithelial___2749FE,RHC4050__Epithelial___2749FE,RHC4065__Epithelial___2749FE,RHC4073__Epithelial___2749FE,RHC4859__Epithelial___2749FE,RHC4877__Epithelial___2749FE,RHC4878__Epithelial___2749FE,RHC4890__Epithelial___2749FE,RHC4902__Epithelial___2749FE,RHC4915__Epithelial___2749FE,RHC4922__Epithelial___2749FE,RHC4926__Epithelial___2749FE,RHC4931__Epithelial___2749FE,RHC4938__Epithelial___2749FE,RHC4944__Epithelial___2749FE,RHC4945__Epithelial___2749FE,RHC4947__Epithelial___2749FE,RHL2672__Epithelial___2749FE,RHL2716__Epithelial___2749FE,RHL2717__Epithelial___2749FE,RHL2723__Epithelial___2749FE,RHL2724__Epithelial___2749FE,RHL2733__Epithelial___2749FE,RHL2747__Epithelial___2749FE,RHL2758__Epithelial___2749FE,RHL2759__Epithelial___2749FE,RHL2760__NA__grey,RHL2765__Epithelial___2749FE,RHL2766__Epithelial___2749FE,RHL2769__Epithelial___2749FE,RHL2770__Epithelial___2749FE,RHL2779__Epithelial___2749FE,RHL2780__Epithelial___2749FE,RHL2781__Epithelial___2749FE,RHL2791__Epithelial___2749FE,RHC5544__Epithelial___2749FE,RHC5546__Epithelial___2749FE,RHC5549__Epithelial___2749FE,RHC5550__Epithelial___2749FE,RHC5552__Epithelial___2749FE,RHC5553__Epithelial___2749FE,RHC5554__Epithelial___2749FE,RHC5555__Epithelial___2749FE,RHC5557__Epithelial___2749FE,RHC5558__Epithelial___2749FE,RHC5566__Epithelial___2749FE,RHC5567__Epithelial___2749FE,RHC5569__Epithelial___2749FE,RHC5574__Epithelial___2749FE,RHC5575__Epithelial___2749FE,RHC5577__Epithelial___2749FE,RHC5582__Epithelial___2749FE,RHC5586__Epithelial___2749FE,RHC5592__Epithelial___2749FE,RHC5597__Epithelial___2749FE,RHC5598__Epithelial___2749FE,RHC5599__Epithelial___2749FE,RHC5610__Epithelial___2749FE,RHC5611__Epithelial___2749FE,RHC5624__Epithelial___2749FE,RHC5627__Epithelial___2749FE,RHC5629__Epithelial___2749FE,RHC5632__Epithelial___2749FE,RHC5637__Epithelial___2749FE,RHC5643__Epithelial___2749FE,RHC5647__Epithelial___2749FE,RHC5707__Epithelial___2749FE,RHC5768__Epithelial___2749FE,RHC5790__Epithelial___2749FE,RHC5815__Epithelial___2749FE,RHC5896__Epithelial___2749FE
2137_2,0.199651,0,0,0,0,0,1.64871,0,16.8149,0,0,0,0,0,0,350.638,0,0,0,0,0,0,0,0.503341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.216,0.657499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.323,0.354573,0,0,8.10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.356,0,0,0,0,0
60481_2,0,0,0,0,0,0,23.2133,0,4.4379,0,0,0,0,0,11.0457,0,0,0,0,0,0,1.41371,0,0,1.8168,0,0,0,0,0,0,0,0,0,21.7401,0,0,0,0,0,0,50.7126,0,287.021,0,1.37736,0,7.99749,66.5981,0,23.5804,0,0,0,0,4.31106,0,12.4143,0,0,0,0,4.24604,0,0.765109,0,0,3.24804,0,0,0,0,0,106.114,0,10.4159,1.86504,4.31665,0,0.783416,0,1.92374,1.84324,0,62.3454,0,3.95695,0.855964,33.8014,0,66.3789,0,0,0,0,0,0,44.132,1.41409,0,0,0,0,0,0,29.6193
240_2,0,2.88595,0,1.58248,0,0,0,0,0,0,0,0.453459,0,0,0,0,0,2.26604,0,92.6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8828,292.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238_2,0,11.462,0,0,181.304,183.006,0.362251,0,0.372448,1.88075,0,3.87662,0,0,0,0,0,0,0,0,0,8.97307,7.92017,0,61.7675,28.6369,172.045,0.496033,16.4384,0,0,0,4.37708,0,0.683755,0,0,0,12.941,0,2.07641,0,0,17.1243,0,78.2838,90.1656,0,0.755372,23.871,0,0,0,11.113,0,23.6764,8.9534,0,0,0,5.36073,461.011,0,0,1.36581,4.31002,55.6824,0.867587,0,36.1502,76.5302,0.794754,34.9762,289.955,661.597,1.23837,0.973144,31.2829,100.59,3.51818,146.734,5.54066,29.528,0,0,19.8051,0,7.91015,0,13.3882,37.0439,90.553,0.823717,11.1018,0,43.4651,66.5071,0,0,138.528,2.74261,0,0,0,98.0073,2.39449
112611_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793581,0.194599,0,0,0.0766861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3154,0,9.864,0,0,0,0,0,0,0,0,0,0,0,0,1.22544,0,3.07123,0,0,0.698836,0.275897,0,0,0,0,285.081,0,0,0,0,0,0,0,0,0,0,0.812135,0,0,0,0,0,0,0,0,0,0.0645068,0,0,0
55_2,0.159286,0,0,0,0,0,0,0,0,0,0,22.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.4051,0,0,0,0,0,0,0,2.97567,0,2.58982,0,0,0,1.67362,0,0,0,0,0,0,0,0,0,0,0,38.9619,0,0,0,0,1.24782,0,0,0,0,0,0,0,0,0,0,0,0
4190_2,3.37945,1331.16,544.444,385.402,0,424.136,0,83.78,239.182,0,16.044,0,0,0,79.83,40.234,378.001,210.049,0,0,23.6951,11.279,576.965,0,0,126.456,0,0,0,36.999,354.104,0,132.874,1.44784,0,143.156,53.7559,456.169,0,87.8323,58.4304,0,107.042,0,598.879,197.879,7.4942,28.3985,594.492,0,0,106.487,333.015,226.183,256.667,44.176,0,1642.84,102.425,297.069,2913.32,0,0,4.1062,0,8.926,1195.08,233.16,121.165,550.575,4.82364,733.43,19.0855,285.086,0,10.7969,2.76515,335.607,0,195.501,211.389,16.0283,69.2375,0,6.58108,271.608,0,136.91,895.242,0,510.362,0,168.333,392.042,249.365,141.016,7.93419,116.91,164.732,97.596,0,0,367.137,0,0,1.19926
1800_2,196.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36655,0,0,112.423,0,13.4535,0,0,71.0874,0,0,0,1879.9,1.77301,0,0,1176.16,643.371,178.927,0,7.19724,272.93,69.5957,0,113.729,625.407,22.8567,508.711,104.106,0,0,44.5592,0,0,134.638,0,0,22.6533,0,0,1.63534,0,4.38806,176.798,0,0,0,0,0,9.28519,3.63375,0,0,44.7032,112.767,192.834,0,204.312,79.5908,127.602,179.302,41.3077,124.804,364.183,0,0,7.95431,0,85.8533,0,2.15137,0,25.1237,22.8076,0,40.5603,0,21.33,12.7869,0,0,2.51617,30.294,0
29881_2,0,0,0,0,0,0,10.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64132_2,0,0,0,0,0,0,92.0469,0,51.8412,4.96648,0,0,12.183,0,214.057,1.69097,1.39392,0,0,0,0,0,13.3642,0,117.727,20.3898,0,0,0,0,0,0,0,0,0,0,0,90.5372,0,0,0,0,0,0,0,0,2.93188,0,0,154.636,0,27.9433,0,2.13938,124.456,5.70258,19.7571,0,51.2385,18.5548,0,0,3.39323,28.3855,42.6917,2.4146,0,0,0,0,0,100.046,54.6464,73.2929,0,45.6208,0,0,0,63.7473,0,9.3007,65.5012,0,0,0,1.32579,0,0,76.2827,50.5905,0,0,50.6721,0,65.2831,0,0,0,95.1373,0,227.701,0,0,0,1.46638
55349_2,68.8268,0,0.0565046,2.03695,9.25682,0,0,22.4227,0,0.144393,17.4267,16.5622,56.1518,0,0.25439,0,6.26955,0,2.07999,0,9.34227,8.33836,0,0,135.603,10.6554,0.434633,10.6899,0,0,7.3471,0,47.1137,54.5111,143.002,0,0.062887,0.179895,27.7494,86.6947,0,0,27.106,7.68202,43.0142,0,7.80358,41.84,7.58318,0,0,0,0,4.45987,43.3451,9.7224,65.6005,1.73311,18.6285,19.1294,0,4.6958,13.7261,50.4512,0,41.5719,0,0.228876,0.462763,0.159925,0.868191,14.3278,6.59665,0,118.395,1.48323,1.04444,1.12746,0,14.0697,1.55582,41.4264,0,1.72066,0,0.385417,0,0,0.0620718,0,26.6352,0,0.19142,40.14,16.3581,9.19479,0,0,122.387,0,25.8872,0,5.90248,0,3.76081,0
55830_2,0,0,25.6931,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65811,0,0,0,0,14.696,0,0,0,40.8533,0,0,0,0,0,0,132.213,0,0,0,0,0,0,0,31.4699,0,11.3018,77.2604,0,0,0,0,0,0,0,0,59.7158,68.6601,14.7382,0,0,0,79.3172,32.9603,0,0,45.6235,0,0,0,0,0,0,30.1965,0,70.5839,0,0,0,4.24131,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7819,0,0,0,3.7532,0,296.045,0,0,0,0,0,0,0,0,0,0
92745_2,0,0,0,0,1.51951,0,0,0,0,0,0,0,0,0,37.4135,135.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01002,0,18.2018,0,0,0,0,106.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7984,0,3.43079,0,0,0,0,0,0,0,16.9518,57.1321,9.04477,0,0,7.11895,0,0,31.355,20.1225,0.82505,6.59008,0,0,0,0,49.6235,9.28809,0,24.6922,0,0,0,4.36903,41.1219,0,29.8422,0,0,0,0,0,0,56.926,0
10928_2,96.7049,26.5224,0,17.3278,0,2.69881,0,13.8146,67.0001,126.561,0,6.93622,0,8.45889,42.5969,0,0,0,0.313311,12.4561,144.659,80.2467,0,243.154,29.9051,26.1567,1.95731,84.3338,0,18.7796,52.8961,1.91171,0,0,12.6317,1.41513,0,0,0,25.4429,0,0,41.8745,68.3222,83.4481,63.6245,14.6444,0,0,175.594,0,50.1481,0,7.69303,17.9006,10.6544,8.89956,11.8452,0,0,9.42436,6.52525,7.79919,0,1.50172,2.76409,0,26.4527,14.9536,10.21,407.96,0,202.921,0,0,18.2364,0,0,162.123,0.490382,0,0.250648,2.52598,0,39.1704,26.479,0,0,0,0,6.18279,1.04907,0,49.4574,6.63411,7.28454,0,21.8655,88.9836,0,0,0,101.908,0,0.603081,7.49282
6556_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6797,0,0,0,0,30.0917,0,0.674928,25.2655,0,0,0
477_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.967,0,0,0,0
1591_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.705,0,0,0,1.18334,0,0,0,581.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4963,0,0,0,0,0,0,0,0,0,1.30931,0
64816_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339884,0,0,0,0,0
11136_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373_2,0,0,0,0,0.0719598,0,0,0,0,0,0,0,0,0,0,0,0.704439,0,0,0,0,0,0,0,0,0,0.124815,0,483.894,0,0,0,0,0,0.175166,0,0,0,0,1.19749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8568,0,0,2.31025,0.267787,0,0,0,0,0,0,2.40639,1.3974,0,6.2587,0,0,0,0,0.185785,0,0,19.4846,0,0,0,0.182848,0,0.212287,0,0,0,0,0,0
4719_2,34.8197,0.197672,0,0.805917,0.159568,171.369,0.502384,0.0685141,0,15.5373,0,0,0,0,0,11.0296,19.3683,0,0,0.585352,0,21.9889,5.40418,0.254553,0,48.8266,0,17.5004,0,0,0,0,39.0688,51.6412,0,18.5851,0,0.0367481,0,17.6102,22.7944,0,63.8927,1.10246,363.969,0,29.0491,0.389469,0,0,0,6.82626,0,0,75.6876,65.4947,2.88682,0,129.586,0.375971,0,17.9465,0,5.61705,13.2255,0,0.206377,0.735663,9.48276,0.489984,0.556877,138.349,0,185.755,0,33.9882,8.20352,56.2807,1210.84,47.9338,20.1705,66.8373,12.4632,0,0,35.1282,0,35.359,0.676157,0,8.81888,0,0,3.46244,0,34.2682,19.8381,22.7902,141.828,1.22017,0.453968,4.62195,10.3771,0,22.2639,263.951
211_2,0,0,0,0,5.48674,0,14.3206,0,0,0,1.52411,0,0,0,587.645,0,23.0993,91.6571,34.7628,0,0,13.6441,0,0,10.2898,1.76809,0,0.254866,0,0,0,0.212841,1.68804,1.83242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5687,0,0,0,0,7.78563,9.36763,0,0,0,0,0,33.2577,0,0,0,0,0,0,0,0,0,0,22.2884,52.3919,0,0,3.90062,55.1453,0,0,0,0,0,0.444965,0,0,8.74026,0,98.5701,0,0,11.8593,0,0,70.9766,0,0,0,0,397.74,212.774,0,0,0,0,5.39103,0
51022_2,177.848,0,0,0,0,0,0,0,106.915,0,0,0,0,0,0,0,0,0,0,0,0,2.3558,0,57.4586,0,0,326.957,0,0,163.736,35.734,0,0,0,0,0,0,88.629,0,0,0,0,10.8688,0,0,0,0,0,0,0,0,25.1165,0,0,0,0,51.8266,0,0,0,48.9784,0,0,0,0,0,0,47.3312,0,0,0,3.49383,0,0,0,8.0227,16.2251,0,0,0,0,0,0,0,90.7772,1.23223,68.341,0,0,0,78.299,0,0,0,0,0,0,0,0,0,0,0,174.253,0,0,0
51071_2,78.4644,41.4596,0,198.128,2.52843,0,0,202.64,0,1048.46,0,0,0,0,22.3856,0,10.4801,0,0,0,0,7.91015,0,19.8777,0,1.61274,0,0,0,0,0,0,9.3488,0,0,10.1975,0.630807,35.8143,829.709,87.5181,0,14.4457,0,0,0,0,5.26885,0,0,0,0,0,0,47.9961,0,24.4067,0,0,34.7243,0,0,0,0,0,0,0,0,0,0,0,0,29.9784,14.0573,12.7318,0,0,0,34.4408,0,317.751,0,0,0,32.4102,161.438,19.8793,0,0,47.551,0,680.733,386.408,0,6.98904,0,134.705,0,0,0,0,0,0,14.9642,0,0,0
1244_2,0,0,0,0,0,0,0,0,0,0,0,1.24059,242.865,0,0,0,0,5.51764,0,0,0,0,1133.23,1.38361,0.103718,0,0,0,0.86286,0,1.06323,0,2.92726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2953,0,8.76195,5.67116,0,0,11.871,1.0487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0408,0,0,0,0,0,0,0,0,7.84633,0,2.84548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730_2,0,0,0,0.186516,0,0,25.5262,0,40.395,0,0,0,0,5.49137,0,2.04922,0,0,0,0,16.7048,0,0,0,0,0,0,0,0,2.85259,0,0,17.6371,0,0,6.87445,0,0,33.1863,0,0,0,22.3456,0,0.298844,0,0.129057,2.75476,0,0,0,0.374598,38.8178,7.17168,0,0,17.5837,2.78566,0,0,0,0,0,0.446548,0,3.41611,0,0,0,237.352,0,4.20328,0,0,0,0,0,0,0,0,0,0,0.363268,0,0,49.695,0,2.87329,0,0,0,0,18.7672,25.1037,0,0,0,0,0,0,0,0,0,0,0,0
8630_2,0,0,0,0,0,0,0,0,0,0,0,1.23036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10836,0,0,0,0,0,0,0,0,0,0,0,0,0.396374,0,0,0
1890_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5709,0,0,0,0,0,2.5066,0,0,0.964977,0,0,0,19.2821,3.25664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56895_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11285_2,0,0,0,0,0,0,0,0,0,0,3.35484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37261,0,0,0,0,0,0,0,0,0,0,273.292,0,0,0,10.0395,0,0,0,0,0,0,165.262,0,0,0,0,0,0,1.8809,0,0,0,2.88908,0,0,0,0,0,0,6.91611,0,0,0,5.4225,0,1.49106,8.92024,0,0,0,10.7842,0,0,0,2.45294,0.379055,0,0,457.866,0,3.95556,0,0,0,0,4.8725,0,0,8.21093,0.647021,0,0,0,0,0,0
54480_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23981,14.2041,8.82383,0,0,0,0,0,0,0,0,17.129,0,6.19201,0,17.9397,0,0,0,0,0,0,0,3.29978,0,5.93795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4623,0,0,0,0,0,8.20491,0,4.69058,0,0,0,0,0,0,0,0,0,0,0,0.344348,0,0,0,1.42853,0,0,0,0,7.86565,42.8093,0,0,0,0,0
535_2,377.607,0,16.2437,0,10.0304,0,0,0,1.46266,0,80.4132,0,29.303,0.375972,0,0,0,112.939,25.8249,129.033,3.323,4.53541,124.081,1.3484,1.84399,88.5302,0,0,24.2092,0,32.6501,9.56966,0,0,163.125,0,2.44742,0,0,140.319,0,111.062,3.14429,185.569,0,25.6288,0,6.46014,215.914,162.536,239.756,115.991,0,0,0,257.559,2.91586,0,1.72966,0,1.872,0,0,5.75938,0,0,0,0,2.05812,0,24.8578,73.8872,5.67957,36.6305,0,14.2193,4.69404,78.312,0,21.677,18.7091,0,6.14677,0,137.37,0,0,6.45164,0,0,0,1747.22,0,0,79.2882,0,0,0,2.29164,159.658,0,0,0,29.1319,0,236.621
9497_2,0,3.4743,31.7876,0,0,0.0344746,8.60453,124.903,0,0,0,0,0,0,0,8.25359,3.38522,0,0,0,600.746,5.51518,0,1.63458,0,0,35.3929,0,0,0,0,0,12.9688,0,0,0.368014,0,35.8567,0,0,0,0,0.440136,1.13053,0,0,0,0,0,1.41825,0,28.6751,0,10.0029,0,44.4758,5.62027,0,1.81945,0,800.526,0,0,7.68416,1.61455,120.407,0,4.102,6.45069,0,0,0,0,35.4758,0,0,0,7.64304,0,55.231,0,2.25157,0,2.14005,0,0.0921949,11.0969,0,0,0,0,0,0,0.307902,44.4926,0,0,0,0,0,2.05666,0.251824,127.445,0,0,0
159_2,10.7787,0,0,0.0654847,0,0,3.0018,4.09797,224.889,0,0,2.91115,267.722,7.41941,0,0,0,0,0,40.6711,10.4168,2.40914,2.99995,0.41258,8.06872,52.0179,0,0,0,0,0,0,0,0,0.501777,0,0,0,0,0,0,0,16.0262,27.0729,0,0,12.9607,0,0,0,20.7838,17.7182,0,40.7898,0,2.19594,0,0,0,6.80254,0,0,0,1.61011,0,2.46459,0,0,2.00816,0,12.6711,34.6207,0.786855,22.9963,0,37.1315,0,0,0,0,0,10.6204,0,2.51442,0.394434,0,0,0,0,1.56865,5.35526,1.64771,1.12125,2.26534,13.1908,35.7909,8.6116,13.7782,67.3756,0,0,0,0.953489,0,0,1.9652
5009_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4545,0,0,64.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4534,0,0,0,31.6671,0,0,0,0,0,0,0,70.1057,0,0,0,215.31,0,0,0,0,0,0,0,0,0,0,0,19.3248,0,0,9.86802,28.0233,0,0,0,0,269.494,0,0,34.406,0,0,0,0,0,0,195.602,0,0,0,0,0
10858_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586871,0,0,0.18012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6570_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175_2,0,0,0,0,0,0,20.2386,0,0,336.974,0,0,0,5.12418,0,0,87.7201,0,0,0,17.2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.742,0,0,0,0,0,0,0,0,0,0,148.589,0,0,275.593,0,2.21615,0,0,15.3497,0,0,0,0,0,0,0,0,59.1489,0,19.675,0,0,0,0,0,0,0,0,0,0,487.778,0,0,21.9459,0,0,0,0,0,21.3871,0,0,0,0,0,0,0,0,0,0.445204,0,0,0,0.833276,0,0,0,0
27430_2,226.087,12.508,0,1.74058,0,0,5.12158,0,0,0,0,0,0,0,0,0,0,264.494,2.33693,0,0,0.74371,10.2873,0,0.647656,0,0,0,0,0,0,0.221058,0,0,43.4469,87.5,0,0,409.962,249.472,3.94384,8.04231,7.63482,15.9322,0,0,285.577,40.4625,15.2019,0,0,64.2172,44.3122,57.7433,0,0,0,34.8747,97.0711,5.54452,0,0,26.9835,67.9981,1.50745,0,0,0,0,70.6017,3.32968,66.1955,34.8601,28.0031,0,0,0,14.1224,22.6268,99.8219,0,58.3054,0.652572,0,15.6445,7.99236,0,219.88,0,0,62.9527,0,0,0,0,21.4455,84.5183,0,169.152,0,0,0,286.127,52.8182,0,0
3631_2,0,0,0,0,0,0.584414,0,0,0,0,0,0,0,0,1.91037,0,0,0,0,0,26.2933,0,0,0,0,15.0674,0,0,0,0,0,0,0,0,0,0,62.8719,0,0,0,0,0,0,0,0,0,1.84684,19.2918,26.6859,0,0,0,0,27.8318,0,0,0,0,0,0,59.2164,0,0,0,0,3.95649,0,0,2.14716,0,0,2.38946,0,0,0,0,7.08459,0.791185,0,8.2452,222.446,0,0,0,0.743564,1.72395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7507,0,1.31144,61.696
56474_2,0,0,0,0.433075,0,0,0,0,2.29432,0,0,6.96908,0,0,0,135.701,199.98,0,0,0,616.698,1.86485,0,1.75898,8.50983,0,0,0,0,0,0,0,26.7975,0,0,0.0804344,0,116.619,15.0333,6.32643,0,0,0,0,0,0,101.838,0,0,0,0,0,41.7601,54.792,0,220.958,49.8521,0,0,0,1.89838,0,0,567.807,24.945,9.3979,0,0,0,3.36111,0,0,10.5642,26.9091,0,0,0,0,0,7.71958,0,0,8.93054,0,0,0,0,0,0,0,11.2443,0,0,0,15.9792,0,0,0,0,0,0,0,2.00779,0,0,0
51606_2,0,5.01743,0,0,0.682711,0,0,73.9663,281.383,204.94,512.074,0,0,129.041,0,0,3.27463,214.69,0,0,0,41.961,0,228.58,0,0,463.943,6.66797,1480.15,0,123.127,0,1.92675,0,0,304.88,0,0,377.078,0,18.0119,0,0,76.3342,6.8215,172.514,0,0,0,16.0961,35.1551,272.782,0,11.4882,181.69,0,375.78,649.217,110.655,191.202,91.6666,0,0,5.63254,0,39.5495,0,297.859,0,14.7042,0,87.4377,15.9452,27.5823,221.67,14.3596,36.8015,6.75224,39.2892,1.31094,17.8399,30.1839,0,0,0,366.606,0,55.4271,291.058,23.9391,714.253,1377.17,0,17.4923,33.4057,133.178,0,0,0,0,0,1.03945,108.723,0,0,0
